Age,Gender,Education,Department,JobRole,Shift,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,MonthlyIncome,HourlyRate,OverTime,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,Attrition
40,Female,2,Doctors,Specialist,Rotating,5.8,3.3,2,2,1,3,17000.75,106.25,No,6.9,4,6,Yes
53,Female,4,Technical,Pharmacy Tech,Day,1.7,1.5,3,4,2,4,5171.37,32.32,No,17.0,3,0,No
51,Female,3,Admin,Admin Staff,Rotating,0.1,0.0,2,4,2,3,4312.38,26.95,No,3.1,2,2,Yes
50,Female,3,Support,Security,Night,1.1,0.8,4,3,4,3,2982.52,18.64,Yes,1.5,4,6,No
50,Female,2,Doctors,Resident,Day,2.6,2.3,1,2,3,1,5132.37,32.08,No,5.3,3,4,No
51,Male,3,Technical,Medical Tech,Rotating,0.9,0.8,2,4,1,3,4850.31,30.31,No,40.0,4,5,No
37,Male,2,Nursing,Nurse Practitioner,Night,1.1,0.6,3,2,4,4,9517.35,59.48,No,1.0,3,1,Yes
61,Male,3,Technical,Lab Technician,Night,2.5,2.0,3,1,1,3,4419.21,27.62,No,7.0,2,2,Yes
40,Male,4,Doctors,Doctor,Night,16.3,9.8,3,3,4,2,16953.86,105.96,Yes,11.1,4,0,No
39,Female,2,Nursing,Nurse,Day,7.2,6.4,2,1,1,4,5900.81,36.88,No,16.4,2,1,No
22,Female,3,Nursing,Head Nurse,Day,1.9,1.3,1,2,2,2,7339.47,45.87,Yes,13.7,3,2,Yes
35,Male,5,Support,Security,Rotating,15.1,12.6,2,4,1,3,3448.81,21.56,Yes,1.0,4,2,Yes
23,Female,3,Nursing,Nurse,Night,5.2,1.8,3,2,3,1,5366.34,33.54,Yes,6.2,3,3,Yes
49,Female,4,Admin,Office Manager,Rotating,3.0,2.2,3,4,2,1,6557.62,40.99,Yes,1.0,3,0,No
51,Male,3,Nursing,Clinical Nurse,Day,3.2,2.2,2,4,2,2,5957.98,37.24,No,9.7,2,0,No
59,Male,4,Doctors,Surgeon,Night,2.6,1.9,3,4,1,3,22063.4,137.9,No,1.0,4,4,Yes
25,Male,1,Technical,Lab Technician,Rotating,1.3,1.0,2,4,4,3,4352.31,27.2,Yes,1.0,2,2,No
22,Male,2,Admin,Office Manager,Day,2.4,2.3,4,3,4,3,7211.21,45.07,No,3.7,4,2,No
29,Male,2,Admin,Office Manager,Day,3.8,3.2,2,3,3,3,6102.79,38.14,Yes,27.9,3,3,No
50,Female,3,Support,Security,Night,3.8,1.7,3,4,3,3,3643.56,22.77,Yes,12.4,4,2,Yes
60,Male,4,Technical,Radiology Tech,Day,7.2,6.3,3,3,3,4,7484.76,46.78,No,1.0,3,1,Yes
24,Male,2,Support,Maintenance,Day,2.2,0.9,2,2,1,4,3812.06,23.83,No,3.4,3,5,Yes
53,Female,3,Admin,Admin Staff,Rotating,6.3,4.6,2,3,4,2,4431.02,27.69,No,1.0,4,2,No
31,Female,4,Nursing,Clinical Nurse,Rotating,4.3,4.0,2,3,2,1,4688.38,29.3,Yes,3.5,4,1,Yes
31,Female,3,Admin,Office Manager,Night,16.3,6.1,1,3,3,3,7048.11,44.05,No,11.6,3,5,Yes
40,Male,3,Technical,Lab Technician,Rotating,2.4,2.2,2,3,3,1,3397.98,21.24,Yes,14.3,4,0,Yes
55,Male,3,Nursing,Head Nurse,Rotating,11.6,9.9,2,3,3,4,7586.19,47.41,Yes,16.3,2,3,Yes
54,Female,2,Nursing,Nurse,Night,8.6,5.6,1,3,4,2,5722.14,35.76,No,24.1,3,0,No
44,Male,1,Nursing,Nurse,Day,5.1,2.6,2,3,2,3,5961.16,37.26,No,4.6,4,1,Yes
49,Male,5,Admin,Admin Staff,Day,5.3,3.1,2,1,3,1,4231.4,26.45,Yes,19.8,4,6,No
53,Female,2,Technical,Lab Technician,Day,0.4,0.4,1,3,3,3,3308.8,20.68,Yes,13.0,3,1,Yes
28,Female,1,Nursing,Head Nurse,Day,15.0,6.6,1,1,1,1,7854.87,49.09,Yes,7.7,2,3,No
50,Male,4,Doctors,Resident,Day,0.6,0.4,3,4,2,4,6608.08,41.3,No,30.9,2,2,No
29,Female,2,Support,Food Service,Day,4.1,1.5,3,4,4,4,3500.45,21.88,Yes,29.5,3,1,Yes
22,Male,3,Nursing,Head Nurse,Day,2.0,0.9,4,3,2,2,8337.08,52.11,Yes,22.8,2,3,No
24,Male,2,Doctors,Doctor,Day,2.8,2.3,1,4,2,2,16271.46,101.7,No,2.3,3,2,Yes
45,Male,3,Support,Maintenance,Night,4.7,2.4,1,3,2,3,4089.8,25.56,Yes,2.3,1,0,No
44,Male,2,Support,Maintenance,Day,12.0,11.9,1,1,3,3,3843.76,24.02,No,23.1,3,3,No
29,Male,2,Nursing,Nurse,Rotating,3.1,2.0,3,3,4,2,5603.6,35.02,No,5.1,4,2,Yes
58,Female,3,Nursing,Head Nurse,Day,22.0,14.6,3,2,1,4,8614.01,53.84,Yes,16.0,3,2,No
24,Female,4,Nursing,Nurse,Rotating,4.5,1.5,2,2,3,2,4079.98,25.5,No,11.6,2,5,Yes
54,Female,3,Technical,Medical Tech,Rotating,0.9,0.8,3,2,2,1,4041.68,25.26,No,14.4,3,3,No
49,Male,5,Technical,Medical Tech,Night,1.1,0.4,3,3,2,3,4512.26,28.2,No,1.0,4,1,Yes
29,Male,1,Doctors,Surgeon,Night,6.3,4.3,4,3,4,1,16593.62,103.71,No,5.6,3,4,Yes
55,Male,3,Nursing,Nurse Practitioner,Rotating,0.3,0.1,1,2,1,3,9236.04,57.73,No,19.5,3,2,Yes
56,Male,3,Nursing,Nurse,Day,3.3,1.9,1,2,1,2,5010.13,31.31,Yes,6.7,4,3,No
53,Male,5,Doctors,Specialist,Rotating,0.8,0.6,2,3,3,4,18371.83,114.82,No,11.7,3,1,No
45,Female,1,Admin,Office Manager,Rotating,2.8,2.2,1,2,2,3,7381.3,46.13,No,14.1,3,1,Yes
35,Female,3,Technical,Pharmacy Tech,Night,6.9,2.8,4,2,3,3,6645.18,41.53,Yes,1.3,3,1,Yes
53,Female,4,Admin,Admin Staff,Day,3.1,2.0,2,3,4,2,4712.65,29.45,No,1.7,4,1,Yes
64,Female,2,Nursing,Nurse,Night,0.9,0.8,3,2,2,1,5305.28,33.16,No,12.9,3,2,No
37,Female,4,Nursing,Clinical Nurse,Night,1.5,0.9,2,1,1,3,5253.12,32.83,Yes,1.0,4,2,No
25,Male,1,Nursing,Head Nurse,Night,2.3,1.0,2,2,1,2,7470.72,46.69,No,4.2,3,3,Yes
58,Male,4,Nursing,Head Nurse,Night,0.4,0.2,1,3,1,2,7910.24,49.44,Yes,25.0,3,2,Yes
42,Male,5,Nursing,Clinical Nurse,Day,4.4,2.0,2,4,2,3,6792.03,42.45,No,8.5,3,1,No
35,Female,3,Nursing,Nurse,Day,4.7,1.8,3,4,4,2,6290.05,39.31,No,24.1,4,2,No
52,Female,3,Nursing,Head Nurse,Day,0.3,0.2,4,3,3,4,7623.07,47.64,No,3.7,3,2,No
39,Male,1,Nursing,Nurse Practitioner,Day,2.6,1.7,3,2,1,4,8437.85,52.74,No,10.1,1,3,Yes
28,Female,5,Technical,Medical Tech,Day,2.7,0.9,3,2,4,3,6493.52,40.58,No,3.4,1,2,No
31,Female,3,Nursing,Nurse Practitioner,Day,2.0,1.5,1,1,1,4,9984.58,62.4,No,1.2,3,4,Yes
28,Male,1,Doctors,Doctor,Day,4.1,4.1,4,3,3,4,13482.31,84.26,No,46.8,2,3,Yes
54,Male,3,Technical,Radiology Tech,Night,2.1,2.1,1,3,1,2,6446.36,40.29,No,1.9,4,2,Yes
44,Male,3,Doctors,Doctor,Day,2.7,2.4,4,3,1,2,15234.12,95.21,No,2.1,3,2,No
42,Female,2,Support,Food Service,Rotating,8.0,3.9,3,2,3,3,3300.9,20.63,No,18.4,3,2,Yes
40,Male,2,Nursing,Nurse,Rotating,0.9,0.3,1,2,2,3,5562.78,34.77,No,16.2,2,3,Yes
40,Female,1,Technical,Lab Technician,Night,4.8,4.3,2,2,3,2,3753.31,23.46,Yes,38.1,3,0,No
57,Male,3,Support,Maintenance,Day,3.5,1.2,4,3,2,2,3341.62,20.89,Yes,1.0,3,3,Yes
50,Female,3,Technical,Medical Tech,Night,1.8,0.8,2,1,1,3,5180.18,32.38,No,1.0,3,4,No
39,Male,3,Nursing,Nurse,Night,6.5,4.4,2,3,3,3,5808.87,36.31,No,6.0,2,1,No
23,Female,4,Nursing,Clinical Nurse,Rotating,4.0,1.7,1,1,4,1,4634.81,28.97,No,9.0,3,1,Yes
22,Female,4,Nursing,Nurse,Night,3.2,2.9,3,3,1,3,4080.88,25.51,No,1.0,3,4,Yes
26,Female,3,Doctors,Specialist,Night,5.5,4.6,1,1,2,4,20820.5,130.13,No,1.7,4,0,Yes
41,Female,1,Technical,Medical Tech,Rotating,8.1,6.7,3,1,3,4,5309.59,33.18,No,12.2,3,1,Yes
32,Male,3,Nursing,Nurse,Day,18.0,15.7,4,1,3,2,5896.26,36.85,No,11.0,3,1,Yes
63,Female,3,Admin,Office Manager,Day,5.0,2.3,4,2,3,1,7185.1,44.91,No,1.0,4,1,Yes
23,Male,3,Doctors,Doctor,Night,10.4,8.4,1,2,3,3,14597.98,91.24,No,26.8,4,0,Yes
24,Male,3,Admin,Office Manager,Day,0.0,0.0,3,4,4,4,6691.27,41.82,No,2.9,4,4,Yes
44,Female,3,Technical,Radiology Tech,Day,3.8,2.9,1,2,2,4,5919.88,37.0,No,21.8,3,3,No
33,Male,5,Technical,Lab Technician,Night,1.2,0.5,3,1,3,3,4835.27,30.22,No,25.6,2,1,Yes
41,Female,2,Nursing,Head Nurse,Day,0.5,0.4,4,3,3,1,6975.59,43.6,No,6.7,3,2,Yes
26,Female,3,Doctors,Doctor,Night,3.8,3.7,3,3,3,3,16370.13,102.31,No,5.3,3,0,No
58,Male,1,Nursing,Head Nurse,Rotating,6.9,2.3,4,2,2,4,7124.49,44.53,Yes,3.3,3,2,No
59,Female,5,Doctors,Doctor,Day,2.7,1.0,4,3,3,4,12402.04,77.51,No,16.5,3,0,No
51,Male,2,Support,Maintenance,Day,5.5,2.1,2,3,3,3,4282.49,26.77,No,2.2,2,6,No
30,Male,1,Technical,Radiology Tech,Day,3.4,2.0,3,2,3,3,6860.68,42.88,Yes,9.7,1,2,Yes
55,Male,2,Admin,Office Manager,Day,2.9,1.4,1,3,1,3,6899.48,43.12,No,8.4,3,1,No
65,Female,3,Nursing,Nurse,Day,1.7,1.5,2,1,3,4,4412.21,27.58,No,2.9,4,0,Yes
56,Female,2,Nursing,Clinical Nurse,Day,2.4,1.5,2,1,4,3,5587.14,34.92,No,40.8,1,0,Yes
43,Female,3,Admin,Admin Staff,Day,2.2,1.4,4,4,4,2,3492.85,21.83,Yes,18.7,2,1,Yes
65,Female,3,Nursing,Clinical Nurse,Day,5.2,4.2,2,2,3,3,5132.77,32.08,No,1.0,4,1,Yes
45,Male,1,Admin,HR Specialist,Night,0.6,0.3,3,2,3,4,5403.93,33.77,No,5.5,3,2,Yes
38,Male,2,Nursing,Nurse,Rotating,0.5,0.3,3,4,1,3,5879.06,36.74,No,4.4,4,1,Yes
31,Female,4,Nursing,Clinical Nurse,Rotating,5.4,4.5,3,3,2,3,5025.98,31.41,No,21.4,3,3,Yes
51,Female,3,Nursing,Nurse,Night,4.0,3.3,3,3,1,3,4473.31,27.96,No,3.1,4,1,No
44,Male,4,Support,Janitor,Day,2.8,0.9,2,3,4,3,2433.5,15.21,Yes,50.0,3,3,No
53,Male,3,Technical,Lab Technician,Night,0.8,0.3,3,3,2,1,4862.52,30.39,Yes,2.2,2,0,No
38,Female,2,Nursing,Nurse Practitioner,Day,2.6,1.2,3,3,3,3,8333.27,52.08,Yes,2.8,4,3,Yes
38,Female,1,Nursing,Nurse,Day,7.8,4.3,3,1,4,3,5162.1,32.26,No,11.0,4,1,Yes
35,Male,2,Admin,Office Manager,Rotating,11.0,5.6,1,2,4,4,8201.49,51.26,No,1.8,4,3,Yes
30,Female,4,Nursing,Nurse Practitioner,Day,6.1,4.7,2,2,3,4,7978.43,49.87,No,22.0,4,3,No
61,Female,5,Admin,Office Manager,Day,0.3,0.3,4,1,3,3,5512.45,34.45,Yes,1.2,1,3,Yes
23,Female,3,Technical,Pharmacy Tech,Rotating,5.5,2.4,2,2,3,4,4183.6,26.15,Yes,40.9,4,2,No
46,Male,1,Doctors,Doctor,Rotating,1.4,1.0,2,3,2,2,10597.84,66.24,Yes,20.8,3,1,Yes
60,Female,2,Doctors,Surgeon,Day,1.9,1.1,1,1,1,3,16222.51,101.39,No,18.3,3,3,No
30,Male,2,Admin,HR Specialist,Day,1.1,0.7,1,2,1,1,4973.55,31.08,No,5.2,3,2,No
43,Male,3,Support,Janitor,Night,7.5,5.5,2,3,1,1,3052.05,19.08,Yes,7.2,3,6,No
64,Female,1,Support,Food Service,Night,5.2,4.8,3,3,4,4,2475.42,15.47,Yes,6.1,3,2,Yes
25,Female,5,Admin,Office Manager,Day,4.7,2.1,4,4,1,4,5388.12,33.68,No,43.8,3,3,No
47,Male,3,Nursing,Head Nurse,Night,5.5,2.0,2,3,3,3,6407.12,40.04,No,1.0,3,4,No
50,Female,5,Admin,Admin Staff,Rotating,1.4,1.0,2,4,1,2,3330.99,20.82,Yes,4.8,2,3,No
55,Female,4,Nursing,Nurse,Day,2.9,1.7,3,3,4,3,4207.39,26.3,No,34.5,3,0,Yes
44,Female,4,Doctors,Specialist,Rotating,5.0,2.1,2,3,2,4,14813.96,92.59,Yes,4.6,2,5,Yes
58,Female,3,Admin,HR Specialist,Rotating,5.1,1.9,4,4,2,2,7113.57,44.46,Yes,5.1,2,2,Yes
32,Female,3,Nursing,Nurse,Day,7.8,5.4,2,4,2,2,5713.19,35.71,No,10.0,1,2,No
27,Female,3,Nursing,Head Nurse,Rotating,1.7,0.9,3,3,4,4,7938.62,49.62,No,23.8,2,3,No
39,Male,3,Admin,Office Manager,Day,7.4,7.3,3,3,1,4,7631.97,47.7,No,3.5,3,0,Yes
42,Male,3,Support,Janitor,Night,2.9,1.7,3,2,4,1,2999.05,18.74,No,29.5,3,1,No
63,Male,5,Doctors,Doctor,Rotating,5.5,2.5,3,4,3,4,15357.87,95.99,No,3.3,3,1,Yes
57,Female,4,Doctors,Resident,Day,3.0,2.3,2,3,2,3,7104.21,44.4,No,16.9,2,2,No
62,Female,4,Nursing,Nurse,Night,14.8,7.0,1,4,1,2,6563.38,41.02,No,3.2,4,3,Yes
59,Male,4,Doctors,Specialist,Rotating,1.0,0.6,4,1,3,4,19338.09,120.86,Yes,1.0,2,3,Yes
55,Male,2,Admin,Office Manager,Day,5.6,3.6,4,2,1,3,5462.73,34.14,No,16.7,4,1,No
38,Female,1,Doctors,Specialist,Day,4.3,2.7,1,2,4,1,15268.67,95.43,Yes,6.0,3,5,Yes
58,Male,3,Nursing,Clinical Nurse,Day,0.9,0.8,4,4,1,3,4313.42,26.96,Yes,5.0,3,1,No
46,Female,3,Admin,Office Manager,Night,0.3,0.2,3,4,3,4,6748.41,42.18,Yes,5.6,2,3,Yes
59,Male,4,Nursing,Nurse Practitioner,Rotating,8.0,7.5,3,2,3,2,8916.06,55.73,Yes,9.5,3,1,No
33,Female,3,Nursing,Clinical Nurse,Rotating,0.9,0.7,1,3,3,3,6375.14,39.84,No,3.0,4,3,Yes
44,Female,3,Support,Security,Day,1.0,0.6,3,1,2,1,3285.12,20.53,No,2.7,3,4,Yes
63,Male,3,Nursing,Nurse Practitioner,Night,19.2,8.2,1,2,4,2,10598.6,66.24,No,6.6,3,1,No
43,Female,1,Nursing,Clinical Nurse,Day,6.3,3.1,3,3,3,2,5767.78,36.05,No,1.0,3,3,Yes
42,Male,3,Admin,Receptionist,Day,1.4,0.8,1,3,3,3,3414.43,21.34,Yes,10.3,3,0,Yes
48,Female,4,Technical,Medical Tech,Night,4.5,3.1,3,4,3,1,6186.33,38.66,Yes,17.3,4,0,No
52,Female,2,Admin,Office Manager,Night,3.8,1.3,1,2,3,2,5775.92,36.1,Yes,13.0,4,2,Yes
27,Male,3,Technical,Radiology Tech,Night,9.3,8.7,2,3,4,2,7274.26,45.46,Yes,6.3,3,0,Yes
48,Female,3,Technical,Radiology Tech,Rotating,6.5,2.4,2,3,4,3,5609.21,35.06,No,8.3,4,0,Yes
61,Female,2,Nursing,Head Nurse,Night,8.9,4.4,1,2,2,3,8248.26,51.55,No,1.0,3,2,No
55,Male,2,Admin,Office Manager,Night,1.2,0.4,3,4,2,1,6043.38,37.77,No,24.3,3,1,No
33,Male,5,Admin,HR Specialist,Day,5.1,2.5,2,4,4,4,6857.82,42.86,No,8.2,4,0,Yes
28,Female,3,Technical,Pharmacy Tech,Rotating,0.2,0.2,4,2,2,3,5638.72,35.24,No,3.8,3,1,No
31,Female,2,Nursing,Clinical Nurse,Rotating,0.4,0.3,3,3,4,3,5255.3,32.85,No,3.5,4,0,Yes
38,Female,2,Nursing,Nurse Practitioner,Rotating,6.3,2.9,3,2,3,3,6853.85,42.84,No,10.8,3,3,Yes
47,Female,3,Doctors,Surgeon,Day,0.1,0.1,2,3,1,2,22055.99,137.85,No,8.8,3,1,No
42,Female,3,Doctors,Resident,Night,4.3,3.7,2,3,2,4,5218.16,32.61,No,2.1,4,0,Yes
49,Male,3,Admin,Receptionist,Night,9.2,7.6,1,1,2,1,3689.46,23.06,Yes,5.3,2,2,Yes
23,Female,1,Admin,Admin Staff,Day,2.4,2.1,3,4,4,3,2970.11,18.56,Yes,11.3,3,2,Yes
64,Female,4,Nursing,Nurse Practitioner,Night,0.2,0.2,2,3,2,3,7355.81,45.97,No,3.5,1,1,No
22,Female,3,Admin,Office Manager,Rotating,6.3,4.1,3,4,2,4,6920.75,43.25,Yes,7.1,2,4,No
57,Male,2,Admin,Admin Staff,Day,13.3,7.5,2,1,4,2,4365.4,27.28,No,2.9,3,3,Yes
47,Male,3,Support,Security,Day,6.3,2.9,4,4,1,3,4553.63,28.46,No,1.0,3,4,Yes
50,Male,3,Nursing,Head Nurse,Night,4.3,3.0,1,3,3,3,7911.55,49.45,No,4.9,3,0,Yes
42,Male,4,Technical,Pharmacy Tech,Day,1.3,1.2,1,1,3,1,5186.62,32.42,Yes,13.2,4,2,Yes
32,Male,5,Doctors,Surgeon,Night,0.1,0.1,3,2,1,1,17797.47,111.23,Yes,2.4,3,2,No
61,Female,2,Nursing,Nurse Practitioner,Night,5.9,5.6,4,4,1,2,6873.51,42.96,No,14.0,3,1,No
32,Female,4,Technical,Pharmacy Tech,Day,1.3,0.7,3,3,2,1,5399.11,33.74,No,11.1,3,1,No
57,Male,4,Nursing,Nurse Practitioner,Rotating,9.8,7.7,1,2,1,1,10382.34,64.89,Yes,7.1,2,1,Yes
60,Female,5,Support,Food Service,Night,3.1,2.4,3,4,2,3,3169.47,19.81,No,35.6,3,3,No
61,Male,2,Technical,Medical Tech,Rotating,3.8,2.9,4,1,3,4,5205.06,32.53,No,21.5,3,1,Yes
56,Male,3,Nursing,Clinical Nurse,Rotating,7.0,5.3,1,2,3,4,6095.36,38.1,No,8.3,3,0,Yes
55,Male,2,Nursing,Nurse,Rotating,7.6,3.4,1,3,3,3,6078.48,37.99,No,8.2,2,3,No
45,Female,4,Admin,Admin Staff,Day,5.1,2.1,4,3,2,2,4463.87,27.9,Yes,3.3,3,1,Yes
43,Male,1,Admin,HR Specialist,Day,13.9,13.7,4,2,1,4,7218.96,45.12,No,25.3,4,1,No
26,Male,3,Admin,Office Manager,Day,20.2,6.7,3,3,2,4,9663.02,60.39,No,22.6,2,4,No
54,Male,2,Nursing,Nurse,Day,14.7,9.2,4,3,2,3,6431.76,40.2,No,13.6,3,5,Yes
57,Female,2,Doctors,Resident,Rotating,8.7,5.2,1,3,4,2,5685.47,35.53,No,1.4,3,3,Yes
41,Male,3,Nursing,Clinical Nurse,Night,6.1,3.4,3,3,1,4,6223.28,38.9,No,12.2,4,3,Yes
40,Female,4,Technical,Radiology Tech,Rotating,5.4,4.6,3,2,2,2,6746.92,42.17,No,2.9,3,1,No
56,Female,3,Technical,Radiology Tech,Day,0.5,0.5,3,4,3,1,4641.79,29.01,No,2.1,4,0,Yes
64,Female,4,Admin,Receptionist,Day,1.6,1.5,3,2,3,4,3137.94,19.61,No,14.2,4,4,No
38,Female,2,Technical,Medical Tech,Rotating,0.0,0.0,4,4,4,3,5405.71,33.79,Yes,32.1,4,0,Yes
64,Male,3,Nursing,Nurse Practitioner,Day,0.7,0.5,2,1,1,2,8769.62,54.81,No,1.2,3,6,Yes
55,Male,3,Nursing,Nurse Practitioner,Rotating,2.9,2.7,1,2,1,3,9889.72,61.81,No,1.8,3,1,No
30,Female,1,Doctors,Specialist,Day,0.8,0.8,2,2,2,4,18600.49,116.25,Yes,2.5,4,2,Yes
47,Female,3,Admin,Office Manager,Rotating,11.6,11.3,3,3,1,4,5815.38,36.35,No,32.9,3,1,Yes
23,Female,3,Doctors,Resident,Night,8.2,6.6,2,2,3,2,7711.98,48.2,No,11.9,1,3,Yes
30,Female,3,Support,Food Service,Rotating,0.4,0.1,4,3,4,1,3097.92,19.36,No,11.3,3,2,Yes
30,Female,4,Support,Maintenance,Day,1.4,0.5,2,4,3,3,2937.36,18.36,Yes,7.0,4,2,Yes
61,Female,3,Doctors,Specialist,Night,8.5,7.5,1,2,1,4,15668.45,97.93,No,7.7,2,2,No
38,Female,1,Technical,Lab Technician,Rotating,8.1,7.2,3,1,1,2,4183.78,26.15,No,3.4,4,0,Yes
22,Female,2,Nursing,Clinical Nurse,Rotating,14.5,12.0,3,4,4,3,5736.43,35.85,No,1.7,4,2,Yes
46,Male,3,Nursing,Head Nurse,Day,30.1,14.9,2,2,2,2,12512.57,78.2,No,15.2,2,1,Yes
64,Female,2,Technical,Radiology Tech,Day,18.7,14.0,3,2,4,1,6606.79,41.29,No,6.4,2,4,Yes
61,Male,1,Admin,Receptionist,Day,2.6,1.4,2,2,3,4,2944.21,18.4,No,3.0,2,2,Yes
63,Male,3,Admin,Admin Staff,Day,1.4,0.9,1,2,4,1,3272.78,20.45,No,10.0,3,2,Yes
46,Female,3,Nursing,Clinical Nurse,Night,7.1,4.0,1,2,4,4,6603.5,41.27,Yes,2.4,3,0,Yes
60,Male,2,Doctors,Specialist,Day,1.8,1.7,3,3,2,2,13656.98,85.36,No,6.7,3,2,Yes
56,Male,4,Nursing,Nurse,Day,8.2,3.8,2,3,3,2,4254.14,26.59,No,2.1,4,0,Yes
24,Male,3,Doctors,Doctor,Night,3.8,2.7,4,3,2,4,12749.71,79.69,No,14.3,2,0,No
58,Female,2,Nursing,Clinical Nurse,Night,7.9,4.4,3,2,2,3,5515.02,34.47,Yes,3.9,3,2,Yes
65,Female,4,Nursing,Head Nurse,Night,1.6,1.2,2,3,2,3,6702.12,41.89,Yes,5.8,3,3,No
65,Female,3,Nursing,Head Nurse,Rotating,3.5,2.5,2,2,2,4,8192.53,51.2,Yes,14.1,4,3,Yes
51,Male,3,Nursing,Nurse,Day,4.2,3.9,1,4,1,2,3929.0,24.56,Yes,10.8,3,1,No
59,Female,3,Support,Security,Night,14.3,5.3,3,3,1,3,3371.48,21.07,No,5.1,3,3,Yes
55,Female,1,Nursing,Nurse,Day,1.6,0.7,3,1,3,2,4304.66,26.9,Yes,1.0,1,2,No
33,Male,3,Nursing,Nurse,Day,13.8,11.5,3,2,4,4,7146.34,44.66,No,25.5,2,1,Yes
40,Male,3,Admin,Admin Staff,Day,8.2,4.6,2,1,3,3,3601.76,22.51,No,1.0,3,1,No
58,Male,5,Admin,HR Specialist,Day,6.6,2.7,2,1,2,2,7344.85,45.91,Yes,13.3,3,5,No
65,Female,4,Nursing,Nurse Practitioner,Day,7.7,5.0,1,3,2,4,10415.92,65.1,No,29.1,2,1,No
38,Female,3,Nursing,Head Nurse,Day,4.6,3.5,2,2,1,3,7303.88,45.65,No,3.7,4,4,No
31,Female,2,Support,Food Service,Rotating,1.4,0.5,2,4,3,3,3378.98,21.12,No,1.0,4,3,No
33,Male,2,Doctors,Surgeon,Night,1.1,0.5,4,1,4,1,19469.98,121.69,Yes,2.9,3,2,No
37,Female,2,Admin,Office Manager,Rotating,10.1,8.7,3,3,2,4,7155.2,44.72,No,3.8,2,3,No
45,Female,3,Admin,Office Manager,Night,6.5,4.3,3,2,3,4,6771.65,42.32,No,6.0,4,1,Yes
40,Female,2,Nursing,Head Nurse,Day,1.2,0.4,2,2,3,3,7483.59,46.77,No,7.4,3,1,Yes
29,Female,3,Nursing,Clinical Nurse,Day,4.8,2.4,1,4,1,3,4548.32,28.43,No,12.9,4,4,Yes
52,Male,2,Doctors,Resident,Day,3.0,2.2,2,4,2,2,7044.07,44.03,Yes,23.1,3,2,Yes
42,Male,5,Support,Maintenance,Day,0.9,0.4,2,3,3,2,3535.46,22.1,Yes,6.3,2,4,Yes
38,Female,2,Nursing,Clinical Nurse,Night,3.8,3.3,3,3,3,3,5139.36,32.12,No,13.7,3,6,Yes
44,Female,5,Technical,Pharmacy Tech,Night,1.7,1.3,2,4,1,1,5993.62,37.46,Yes,1.4,3,2,Yes
58,Female,5,Nursing,Nurse,Day,0.5,0.3,4,3,2,4,3964.72,24.78,Yes,4.0,4,3,Yes
37,Male,3,Nursing,Nurse Practitioner,Day,3.1,3.0,4,1,3,2,10006.46,62.54,Yes,1.3,2,1,No
27,Female,4,Nursing,Nurse,Day,4.5,2.6,2,1,2,3,5578.82,34.87,No,11.8,3,1,No
29,Male,3,Nursing,Nurse,Day,0.2,0.1,3,3,4,2,5119.18,31.99,No,23.8,2,2,No
46,Male,3,Support,Security,Day,2.6,2.0,3,3,1,2,4165.39,26.03,No,22.0,3,3,No
39,Female,2,Admin,HR Specialist,Rotating,1.5,1.0,1,3,1,3,6260.46,39.13,No,4.0,3,2,No
46,Female,2,Nursing,Head Nurse,Day,0.2,0.1,4,1,2,4,6342.34,39.64,No,2.7,4,0,Yes
33,Male,3,Support,Security,Night,0.7,0.4,1,4,4,3,3738.13,23.36,No,3.2,4,0,Yes
36,Male,3,Technical,Radiology Tech,Day,0.7,0.4,3,3,3,2,4607.11,28.79,No,3.4,4,3,Yes
47,Male,3,Technical,Pharmacy Tech,Day,1.0,0.5,2,3,4,2,4737.83,29.61,Yes,1.0,2,1,No
62,Male,2,Support,Food Service,Rotating,8.1,6.5,2,1,2,4,4130.75,25.82,No,1.4,3,0,Yes
47,Female,3,Nursing,Clinical Nurse,Night,2.9,2.2,2,4,4,3,4956.46,30.98,No,2.4,3,5,Yes
53,Female,1,Technical,Pharmacy Tech,Day,0.8,0.5,4,3,4,3,3771.5,23.57,No,1.0,1,2,Yes
31,Male,1,Doctors,Specialist,Rotating,0.5,0.3,1,3,2,2,16545.12,103.41,Yes,1.0,4,2,Yes
37,Female,2,Technical,Radiology Tech,Day,1.8,1.0,1,4,4,4,5566.71,34.79,No,12.0,4,0,Yes
28,Female,1,Technical,Medical Tech,Day,8.0,4.0,2,4,4,2,5511.23,34.45,No,9.7,2,3,No
38,Female,2,Nursing,Nurse Practitioner,Rotating,2.3,0.8,1,2,4,3,8555.19,53.47,Yes,29.1,4,1,No
44,Male,4,Technical,Pharmacy Tech,Night,0.9,0.4,3,4,4,2,5085.67,31.79,No,5.1,1,3,Yes
47,Female,1,Nursing,Clinical Nurse,Day,2.6,1.4,3,3,3,1,5356.99,33.48,Yes,5.9,2,3,Yes
42,Male,3,Nursing,Nurse,Day,4.1,2.8,4,1,4,3,5126.27,32.04,No,1.0,2,2,Yes
43,Male,2,Nursing,Head Nurse,Rotating,0.2,0.1,3,2,2,1,8453.39,52.83,No,1.7,3,0,Yes
